id,type,chinese,romaji,classification,audioid,english
13460,主詞目,䀐,siam,感官動作,13460(1),䐐
13461,主詞目,㾀,khiap,,13461(1),㾀
13462,主詞目,㾀勢,khiap-sì,體態樣貌,13462(1),㾀Potential
13463,主詞目,㾀勢命,khiap-sì-miā,生活狀況,13463(1),㾀Potential fate
13464,主詞目,㧻,tok,,13464(1),㧻
13465,主詞目,𧉟,tâi,昆蟲類,13465(1),𧉟
13466,主詞目,䘥仔,kah-á,衣帽鞋襪,13466(1),Wazi
13467,主詞目,𢯾,mooh,,13467(1),𢯾
13468,主詞目,𢯾壁鬼,mooh-piah-kuí,泛稱,13468(1),𢯾Ghost
13469,主詞目,𠞩,tsuî,一般動詞-行為動詞,13469(1),𠞩
13470,主詞目,𠞭,liô,,13470(1),𠞭
13471,主詞目,𠢕,gâu,,13471(1),𠢕
13472,主詞目,𠢕人,gâu-lâng,,13472(1),𠢕People
13473,主詞目,𠢕早,gâu-tsá,,13473(1),𠢕Morning
13474,主詞目,𠢕吮食,gâu-tshńg-tsia̍h,待人處事,13474(1),𠢕Suck food
13475,主詞目,𠢕開,gâu khai,財務單位、活動,13475(1),𠢕Open
13476,主詞目,㔂,lân,一般動詞-行為動詞,13476(1),㔂
13477,主詞目,㔂甘蔗,lân kam-tsià,飲食行為,13477(1),㔂Sugar cane
13478,主詞目,𢲸,lōo,境況、狀態-擬物,13478(1),𢲸
13479,主詞目,𨂿,uáinn,傷疾病痛,13479(1),𨂿
13480,主詞目,𨂿著,uáinn-tio̍h,傷疾病痛,13480(1),𨂿written
13481,主詞目,䫌,phué,生理構造,13481(1),嫌
13482,主詞目,𢼌,pa,,13482(1),𢼌
13483,主詞目,𣮈頭山,khu̍t-thâu-suann,地理,13483(1),𣮈Toushan
13484,主詞目,𩑾,tshih,,13484(1),𩑾
13485,主詞目,𡳞,lān,生理構造,13485(1),𡳞
13486,主詞目,𡳞𦉎,lān-sui,生理構造,13486(1),𡳞𦉎
13487,主詞目,𡳞核,lān-hu̍t,生理構造,13487(1),𡳞Nucleus
13488,主詞目,𡳞神,lān-sîn,個性風格,13488(1),𡳞God
13489,主詞目,𡳞脬,lān-pha,生理構造,13489(1),𡳞脬
13490,主詞目,𡳞鳥,lān-tsiáu,生理構造,13490(1),𡳞bird
13491,主詞目,𡳞蔓,lān-muā,生理構造,13491(1),𡳞Man
13492,主詞目,𩵱,ngóo,"魚蝦海獸,食物、飲料、煙酒",13492(1),𩵱
13493,主詞目,𩵱仔,ngóo-á,魚蝦海獸,13493(1),𩵱子
13494,主詞目,𪁎,tshio,動物形體、行為,13494(1),𪁎
13495,主詞目,𪁎哥,tshio-ko,,13495(1),𪁎Brother
13496,主詞目,𪁎趒,tshio-tiô,,13496(1),𪁎蒒
13497,主詞目,𪁎雞,tshio-ke/tshio-kue,禽類,13497(1),𪁎Chicken
13498,主詞目,𩛩,kauh,,13498(1),𩛩
13499,主詞目,𩛩肥,kauh-puî,農林業,13499(1),𩛩fat
13500,主詞目,𥐵,phiat,"生活用品,飲食物具,數詞、量詞",13500(1),𥐵
13501,主詞目,𥐵仔,phiat-á,"生活用品,飲食物具",13501(1),𥐵子
13502,主詞目,𡢃,kán,地位、身世、背景,13502(1),𡢃
13503,主詞目,𥰔,phín,戲劇、音樂,13503(1),𥰔
13504,主詞目,𥰔仔,phín-á,戲劇、音樂,13504(1),𥰔子
13505,主詞目,𥴊,kám,"生活用品,飲食物具,數詞、量詞",13505(1),𥴊
13506,主詞目,𥴊仔,kám-á,生活用品,13506(1),𥴊子
13507,主詞目,𥴊仔店,kám-á-tiàm,"商業,建築物、結構",13507(1),𥴊子店
13508,主詞目,𥴊壺,kám-ôo,生活用品,13508(1),𥴊pot
13509,主詞目,䖙,the,,13509(1),䙖
13510,主詞目,䖙椅,the-í,生活用品,13510(1),chair
13511,主詞目,𤆬,tshuā,,13511(1),𤆬
13512,主詞目,𤆬路,tshuā-lōo,旅行,13512(1),𤆬路
13513,主詞目,𤆬路雞,tshuā-lōo-ke/tshuā-lōo-kue,"禽類,相關器具、活動",13513(1),𤆬Road Chicken
13514,主詞目,𤆬頭,tshuā-thâu,"地位、身世、背景,性質、程度",13514(1),𤆬head
13515,主詞目,䘼,ńg,衣帽鞋襪,13515(1),䘼
13516,主詞目,䆀,bái,,13516(1),Ji
13517,主詞目,䆀才,bái-tsâi,,13517(1),Ji Cai
13518,主詞目,䆀手,bái-tshiú,泛稱,13518(1),Hands
13519,主詞目,䆀味,bái bī,顏色、氣味,13519(1),Taste
13520,主詞目,䆀指,bái-tsáinn,生理構造,13520(1),Zhizhi
13521,主詞目,䆀猴,bái-kâu,"個性風格,體態樣貌",13521(1),monkey
13522,主詞目,𨑨迌,tshit-thô,"氣質態度,休閒、娛樂",13522(1),𨑨茌
13523,主詞目,𨑨迌人,tshit-thô-lâng,泛稱,13523(1),𨑨人人
13524,主詞目,𨑨迌囡仔,tshit-thô-gín-á,,13524(1),𨑨忌囡子
13525,主詞目,𨑨迌物,tshit-thô-mi̍h/tshit-thô-mn̍gh,"生活用品,休閒、娛樂",13525(1),𨑨茌物
13526,主詞目,𨑨迌物仔,tshit-thô-mih-á,休閒、娛樂,13526(1),𨑨迌物子
13527,主詞目,𨑨迌查某,tshit-thô-tsa-bóo,服務業及其他,13527(1),𨑨濌check a certain
13528,主詞目,𥍉,liap,感官動作,13528(1),𥍉
13529,主詞目,𥍉,nih,感官動作,13529(1),𥍉
13530,主詞目,𥍉𥍉看,nih-nih-khuànn,"反應、表情,心理狀態",13530(1),𥍉𥍉Look
13531,主詞目,𥍉目,nih-ba̍k,反應、表情,13531(1),𥍉 mesh
13532,主詞目,𤉙,kûn,飲食行為,13532(1),𤉙
13533,主詞目,㨑,tsang,,13533(1),㨑
13534,主詞目,𣛮,siānn,數詞、量詞,13534(1),𣛮
13535,主詞目,𣛮籃,siānn-nâ,生活用品,13535(1),𣛮basket
13536,主詞目,𤶃,thiāu,傷疾病痛,13536(1),𤶃
13537,主詞目,𤶃仔,thiāu-á,傷疾病痛,13537(1),𤶃Zai
13538,主詞目,𧮙,tshoh,,13538(1),𧮙
13539,主詞目,𪐞,tòo,傷疾病痛,13539(1),𪐞
13540,主詞目,𪐞紙,tòo-tsuá,生活用品,13540(1),𪐞Paper
13541,主詞目,𤲍,kheh/khueh,,13541(1),𤲍
13542,主詞目,𤲍燒,kheh-sio/khueh-sio,,13542(1),𤲍Burn
13543,主詞目,𦊓,lîng,漁牧業,13543(1),𦊓
13544,主詞目,㴘,bāu,飲食行為,13544(1),㴘
13545,主詞目,㴘麵,bāu mī,飲食行為,13545(1),Noodles
13546,主詞目,䖳,thē,"魚蝦海獸,食物、飲料、煙酒",13546(1),薳
13547,主詞目,𩸙,tāi,"魚蝦海獸,食物、飲料、煙酒",13547(1),𩸙
13548,主詞目,𩸙仔,tāi-á,"魚蝦海獸,食物、飲料、煙酒",13548(1),𩸙子
13549,主詞目,㧒,hiat,,13549(1),㧒
13550,主詞目,䠡,tshê,肢體動作,13550(1),䠡
13551,主詞目,𩚨,khiū,性質、程度,13551(1),𩚨
13552,主詞目,𩚨嗲嗲,khiū-teh-teh,性質、程度,13552(1),𩚨嗲嗲
13553,主詞目,㧌,mau,,13553(1),㧌
13554,主詞目,𣁳,khat,"生活用品,飲食物具",13554(1),𣁳
13555,主詞目,𣁳仔,khat-á,生活用品,13555(1),𣁳子
13556,主詞目,㨻,tsānn,肢體動作,13556(1),㨻
13557,主詞目,㨻魚,tsānn hî/tsānn hû,漁牧業,13557(1),fish
13558,主詞目,𧿳𧿳跳,phu̍t-phu̍t-thiàu,,13558(1),𧿳𧿳jump
13559,主詞目,𧌄蜅蠐,am-poo-tsê,昆蟲類,13559(1),𧌄Chub
13560,主詞目,必,pit,傷疾病痛,13560(1),must
13561,主詞目,必叉,pit-tshe,,13561(1),Must cross
13562,主詞目,必痕,pit-hûn,形貌、體積,13562(1),Bihen
13563,主詞目,必開,pit--khui,一般動詞-活動動詞,13563(1),Must open
13564,主詞目,䢢拄䢢,tshiāng-tú-tshiāng,副詞,13564(1),You are leaning on you
13565,主詞目,㴙㴙落,tsha̍p-tsha̍p-lo̍h,自然現象,13565(1),㴙㴙fall
13566,主詞目,㴙㴙滴,tsha̍p-tsha̍p-tih,境況、狀態-擬物,13566(1),㴙㴙drop
13567,主詞目,𪜶,in,代名詞,13567(1),𪜶
13568,主詞目,𠕇,tīng,,13568(1),𠕇
13569,主詞目,𠕇硞硞,tīng-khok-khok,性質、程度,13569(1),𠕇硞硞
13570,主詞目,𠕇篤,tīng-tauh,"體態樣貌,性質、程度",13570(1),𠕇Benedict
13571,主詞目,𤺪,siān,"傷疾病痛,心理狀態",13571(1),𤺪
13572,主詞目,𧿬,thún,,13572(1),𧿬
13573,主詞目,𧿬踏,thún-ta̍h,肢體動作,13573(1),𧿬Step
13574,主詞目,𢪱,bu̍t,,13574(1),𢪱
13575,主詞目,𣻸,siûnn,,13575(1),𣻸
13576,主詞目,㽎,sìm,,13576(1),㽎
13577,主詞目,𦜆,ham,生理構造,13577(1),𦜆
13578,主詞目,寢,tshím,副詞,13578(1),sleep
13579,主詞目,𨂾,làm,,13579(1),𨂾
13580,主詞目,𫝏,gàn,,13580(1),𫝏
13581,主詞目,𫝏水,gàn-tsuí,科技、工業,13581(1),𫝏Water
13582,主詞目,𫝏鋼,gàn-kǹg,科技、工業,13582(1),𫝏Steel
13583,主詞目,𫝺,hiù,,13583(1),𫝺
13584,主詞目,𫞼,tshāi,,13584(1),𫞼
13585,主詞目,𫝻,huê,,13585(1),𫝻
13586,主詞目,𫟂,hân,,13586(1),𫟂
13587,主詞目,霧水,bū-tsuí,反應、表情,13587(1),foggy water
13588,主詞目,𫝛,siāng,,13588(1),𫝛
13589,主詞目,𫝛人,siāng-lâng,,13589(1),𫝛人
13590,主詞目,𫝛勻,siāng-ûn,稱謂輩分,13590(1),𫝛 even
13591,主詞目,𫝛年,siāng-nî,時間節令,13591(1),𫝛year
13592,主詞目,𫝛時,siāng-sî,時間節令,13592(1),𫝛hour
13593,主詞目,𫝛途,siāng-tôo,相關用語,13593(1),𫝛路
13594,主詞目,𫝛款,siāng-khuán,性質、程度,13594(1),𫝛 style
13595,主詞目,𬦰,peh,肢體動作,13595(1),𬦰
13596,主詞目,𬦰山,peh-suann,"體育、運動,休閒、娛樂",13596(1),𬦰山
13597,主詞目,𬦰樓梯,peh lâu-thui,肢體動作,13597(1),𬦰stairs
13598,主詞目,𬦰懸𬦰低,peh-kuân-peh-kē,肢體動作,13598(1),𬦰hang𬦰low
13599,主詞目,黃梔仔花,n̂g-ki-á-hue,,13599(1),yellow gardenia
13600,主詞目,塌,lap,,13600(1),collapse
13601,主詞目,娘囝,niû-kiánn,,13601(1),Niangnuo
13602,主詞目,揜貼,iap-thiap,,13602(1),cover up
13603,主詞目,腥,tshènn/tshìnn,,13603(1),fishy
13604,主詞目,撇步,phiat-pōo,,13604(1),step aside
13605,主詞目,跤,kha,,13605(1),wrestle
13606,主詞目,嫣,ian,,13606(1),Yan
13607,主詞目,中央,tiong-ng,,13607(1),central
13608,主詞目,託,thok,"肢體動作,衣帽鞋襪,一般動詞-行為動詞",13608(1),Trust
13609,主詞目,奶,ne,,13609(1),Milk
13610,主詞目,物仔,mih-á,,13610(1),Wu Zai
13611,主詞目,袂翻捙,bē-huan-tshia/buē-huan-tshia,,13611(1),袂袁捙
13612,主詞目,坦笑,thán-tshiò,,13612(1),Laugh frankly
13613,主詞目,水沖,tsuí-tshiâng,,13613(1),flush with water
13614,主詞目,肥朒朒,puî-tsut-tsut,體態樣貌,13614(1),fat 撒撒
13615,主詞目,一口灶,tsi̍t kháu tsàu,,13615(1),A stove
13616,主詞目,一大拖,tsi̍t-tuā-thua,,13616(1),A big drag
13617,主詞目,大伯仔,tuā-peh-á,,13617(1),Uncle Tsai
13618,主詞目,大端,tāi-tuan,,13618(1),big endian
13619,主詞目,小食,sió-tsia̍h,,13619(1),Snacks
13620,主詞目,山空,suann-khang,,13620(1),mountain empty
13621,主詞目,山球,suann-kiû,,13621(1),mountain ball
13622,主詞目,山腹,suann-pak,,13622(1),hillside
13623,主詞目,五四三,gōo-sì-sann,,13623(1),543
13624,主詞目,內山斗底,lāi-suann-táu-té/lāi-suann-táu-tué,,13624(1),Neishan Doudi
13625,主詞目,內籬仔,lāi-lî-á,,13625(1),nei lizai
13626,主詞目,公道人,kong-tō-lâng,,13626(1),Just man
13627,主詞目,勼跤勼手,kiu-kha-kiu-tshiú,,13627(1),"fight, fight, fight"
13628,主詞目,反起反倒,huán-khí-huán-tó,,13628(1),rise and fall
13629,主詞目,心內話,sim-lāi-uē,,13629(1),inner words
13630,主詞目,手形,tshiú-hîng,,13630(1),hand shape
13631,主詞目,手捗,tshiú-pôo,,13631(1),Hand stroke
13632,主詞目,手梳攑懸,tshiú-se-gia̍h-kuân,,13632(1),Hand comb
13633,主詞目,月內人,gue̍h-lāi-lâng/ge̍h-lāi-lâng,,13633(1),person in the month
13634,主詞目,毋是款,m̄-sī-khuán,,13634(1),It's not money
13635,主詞目,水崩山,tsuí-pang-suann,,13635(1),Shuixengshan
13636,主詞目,水跤,tsuí-kha,,13636(1),water fall
13637,主詞目,火引,hué-ín/hé-ín,,13637(1),fire
13638,主詞目,王見王,ông-kiàn-ông,,13638(1),The king meets the king
13639,主詞目,冬筍,tang-sún,"蔬果作物,食物、飲料、煙酒",13639(1),winter bamboo shoots
13640,主詞目,枷車藤,kha-tshia-tîn,,13640(1),shackle vine
13641,主詞目,半中央,puànn-tiong-ng,,13641(1),semi-central
13642,主詞目,半晝,puànn-tàu,,13642(1),half day
13643,主詞目,外才,guā-tsâi,,13643(1),Foreign talent
13644,主詞目,布棚,pòo-pênn/pòo-pînn,,13644(1),cloth shed
13645,主詞目,平階,pênn-kai/pînn-kai,,13645(1),flat steps
13646,主詞目,必巡,pit-sûn,,13646(1),Must visit
13647,主詞目,本居地,pún-ki-tē/pún-ku-tuē,,13647(1),Place of residence
13648,主詞目,白墨,pe̍h-ba̍k,,13648(1),white ink
13649,主詞目,交仗,kau-tiōng,,13649(1),fight
13650,主詞目,伨頭,thīn-thâu,,13650(1),Yingtou
13651,主詞目,先的,sian--ê,,13651(1),first
13652,主詞目,好得,hó-tit,,13652(1),Very good
13653,主詞目,字姓,jī-sènn/lī-sìnn,,13653(1),surname
13654,主詞目,竹管仔飯,tik-kóng-á-pn̄g,,13654(1),Bamboo tube rice
13655,主詞目,考試單,khó-tshì-tuann,,13655(1),exam sheet
13656,主詞目,自本,tsū-pún,,13656(1),original
13657,主詞目,卵殼,nn̄g-khak,,13657(1),egg shell
13658,主詞目,含血霧天,kâm-hueh-bū-thinn/kâm-huih-bū-thinn,待人處事,13658(1),bloody foggy day
13659,主詞目,扳仔,pán-á,,13659(1),span
13660,主詞目,抑無,iah-bô/ah-bô,,13660(1),suppress nothing
13661,主詞目,汫水,tsiánn-tsuí,,13661(1),汱水
13662,主詞目,沙耙,sua-pê,,13662(1),sand rake
13663,主詞目,牢鼎,tiâu-tiánn,,13663(1),Laoding
13664,主詞目,芒種雨,bông-tsíng-hōo,,13664(1),Manzhong rain
13665,主詞目,事事項項,sū-sū-hāng-hāng,,13665(1),matters
13666,主詞目,佮股,kap-kóo,,13666(1),shares
13667,主詞目,奉待,hōng-thāi,,13667(1),treat
13668,主詞目,孤查某囝,koo-tsa-bóo-kiánn,,13668(1),Check a certain place alone
13669,主詞目,定親,tīng-tshin,,13669(1),engagement
13670,主詞目,抾丁錢,khioh-ting-tsînn,,13670(1),Funding money
13671,主詞目,拊仔,hú-á,,13671(1),拊子
13672,主詞目,拍火車,phah-hué-tshia/phah-hé-tshia,,13672(1),Photographing the train
13673,主詞目,明品,bîng-phín,,13673(1),Mingpin
13674,主詞目,肥底,puî-té/puî-tué,,13674(1),Fat bottom
13675,主詞目,芥辣,kài-lua̍h,,13675(1),mustard
13676,主詞目,門栱,mn̂g-kông,,13676(1),Mengong
13677,主詞目,門擋仔,mn̂g-tòng-á,,13677(1),door stopper
13678,主詞目,雨撇仔,hōo-phiat-á,,13678(1),Yu Piao Zai
13679,主詞目,前世人,tsîng-sì-lâng,,13679(1),People from previous lives
13680,主詞目,厚操煩,kāu-tshau-huân,,13680(1),Thick and troublesome
13681,主詞目,巷仔口,hāng-á-kháu,道路、橋梁,13681(1),Alley entrance
13682,主詞目,後過,āu-kuè/āu-kè,,13682(1),later
13683,主詞目,怨天怨地,uàn-thinn-uàn-tē/uàn-thinn-uàn-tuē,,13683(1),Resentful
13684,主詞目,拜六,pài-la̍k,,13684(1),Saturday
13685,主詞目,拜請,pài-tshiánn,,13685(1),please
13686,主詞目,按呢生,án-ne-senn/án-ní-sinn,,13686(1),Button
13687,主詞目,挕捒,hìnn-sak,,13687(1),敍捒
13688,主詞目,活魚栽,hua̍t-hî-tsai/hua̍t-hû-tsai,,13688(1),live fish plant
13689,主詞目,活賣,ua̍h-bē,,13689(1),sold alive
13690,主詞目,相𤆬,sio-tshuā,,13690(1),Phase 𤆬
13691,主詞目,相罵本,sio-mē-pún,,13691(1),scolding book
13692,主詞目,胃慒慒,uī tso-tso,,13692(1),stomach ache
13693,主詞目,重本,tāng-pún,,13693(1),Duplicate
13694,主詞目,食好料,tsia̍h hó-liāu,,13694(1),Eat good food
13695,主詞目,個外月,kò-guā-gue̍h/kò-guā-ge̍h,,13695(1),months outside
13696,主詞目,倒退攄,tò-thè-lu,,13696(1),Go backward
13697,主詞目,厝邊兜,tshù-pinn-tau,,13697(1),side pocket
13698,主詞目,厝邊隔壁,tshù-pinn-keh-piah,,13698(1),Next door to the house
13699,主詞目,原性,guân-sìng,,13699(1),Original nature
13700,主詞目,捀場,phâng-tiûnn,,13700(1),Xuchang
13701,主詞目,捎無摠,sa-bô-tsáng,,13701(1),Nothing to bring
13702,主詞目,海坪,hái-phiânn,,13702(1),Haiping
13703,主詞目,烏點,oo-tiám,,13703(1),black point
13704,主詞目,疼心,thiànn-sim,,13704(1),distressed
13705,主詞目,疼命命,thiànn-miā-miā,,13705(1),It hurts my life
13706,主詞目,納數,la̍p-siàu,,13706(1),Nashu
13707,主詞目,紙敬,tsuá-kìng,,13707(1),Paper Jing
13708,主詞目,臭香,tshàu-hiunn,,13708(1),smelly
13709,主詞目,草仔粿,tsháu-á-kué/tsháu-á-ké,,13709(1),Cao Zai Kueh
13710,主詞目,袂赴市,bē-hù-tshī/buē-hù-tshī,,13710(1),Go to the market
13711,主詞目,袂得,bē-tit/buē-tit,,13711(1),Yi De
13712,主詞目,起帆,khí-phâng,,13712(1),set sail
13713,主詞目,起磅,khí-pōng,,13713(1),Lifting the scale
13714,主詞目,起戇,khí-gōng,,13714(1),Get jealous
13715,主詞目,高長,kau-tshiâng,,13715(1),tall and long
13716,主詞目,鬥榫,tàu-sún,,13716(1),tenon
13717,主詞目,唸謠,liām-iâu,,13717(1),recite ballads
13718,主詞目,啉酒醉,lim-tsiú-tsuì,,13718(1),Drunken with alcohol
13719,主詞目,帶身人,tài-sin-lâng,,13719(1),The person taking the person
13720,主詞目,徛台,khiā-tâi,,13720(1),dais
13721,主詞目,捽繩,sut-tsîn,,13721(1),Rope
13722,主詞目,接神,tsih-sîn,,13722(1),Receive God
13723,主詞目,晚冬,mńg-tang,,13723(1),late winter
13724,主詞目,涼的,liâng--ê,,13724(1),cool
13725,主詞目,淋碭,lâm-thn̄g,,13725(1),Lin Dang
13726,主詞目,淘井,tô-tsénn/tô-tsínn,,13726(1),Taojing
13727,主詞目,深山林內,tshim-suann-nâ-lāi,,13727(1),Deep in the mountains and forests
13728,主詞目,淺緣,tshián-iân,,13728(1),Shallow edge
13729,主詞目,猛掠,mé-lia̍h,,13729(1),plunder
13730,主詞目,終其尾,tsiong-kî-bué/tsiong-kî-bé,,13730(1),to the end
13731,主詞目,透抽,thàu-thiu,,13731(1),thorough extraction
13732,主詞目,通人知,thong-lâng-tsai,,13732(1),Notify everyone
13733,主詞目,鹿角龜,lo̍k-kak-ku,,13733(1),Staghorn turtle
13734,主詞目,喝起喝倒,huah-khí-huah-tó,,13734(1),Drink up and down
13735,主詞目,媠面,suí-bīn,,13735(1),媠面
13736,主詞目,尊存,tsun-tshûn,,13736(1),respect
13737,主詞目,掣一趒,tshuah tsi̍t tiô,,13737(1),厣一撒
13738,主詞目,插濫,tshap-lām,,13738(1),Intrusive
13739,主詞目,棧間,tsàn-king,,13739(1),between stacks
13740,主詞目,欹空,khia-khang,,13740(1),empty space
13741,主詞目,湢,pih,,13741(1),public bathhouse
13742,主詞目,無天良,bô-thian-liông,,13742(1),No conscience
13743,主詞目,無捨施,bô-siá-sì,,13743(1),No charity
13744,主詞目,無盤,bô-puânn,,13744(1),Diskless
13745,主詞目,猫仔,bâ-á,,13745(1),Catboy
13746,主詞目,琴子,khîm-jí,,13746(1),Kotoko
13747,主詞目,番薯稜,han-tsî-lîng,,13747(1),Sweet potato ribs
13748,主詞目,發財仔車,huat-tsâi-á-tshia,,13748(1),fortune car
13749,主詞目,發輦,huat-lián,,13749(1),chariot
13750,主詞目,睏一醒,khùn-tsi̍t-tshénn/khùn-tsi̍t-tshínn,,13750(1),Wake up from sleepiness
13751,主詞目,睏中晝,khùn-tiong-tàu,,13751(1),sleepy day
13752,主詞目,短站,té-tsām,,13752(1),short stop
13753,主詞目,短褲節仔,té-khòo-tsat-á,,13753(1),shorts festival boy
13754,主詞目,硩年錢,teh-nî-tsînn,,13754(1),new year money
13755,主詞目,窗仔簾,thang-á-lî,,13755(1),curtains
13756,主詞目,筊場,kiáu-tiûnn,,13756(1),Yonchang
13757,主詞目,筍龜,sún-ku,,13757(1),Bamboo shoot turtle
13758,主詞目,菜販仔,tshài-huàn-á,,13758(1),vegetable vendor
13759,主詞目,開仔,khui-á,,13759(1),Kaizai
13760,主詞目,開聲,khui-siann,,13760(1),Open your voice
13761,主詞目,閒身,îng-sin,,13761(1),leisurely
13762,主詞目,黃酸雨,n̂g-sng-hōo,,13762(1),yellow acid rain
13763,主詞目,剾痧,khau-sua,,13763(1),牾秧
13764,主詞目,塗州,thôo-tsiu,,13764(1),Tuzhou
13765,主詞目,塗沙粉,thôo-sua-hún,,13765(1),Apply sand powder
13766,主詞目,塗豆麩,thôo-tāu-hu,,13766(1),Coated with soybean bran
13767,主詞目,塗質,thôo-tsit,,13767(1),Paint quality
13768,主詞目,塗糜,thôo-muê/thôo-bê,,13768(1),Tu Mi
13769,主詞目,搝票,khiú-phiò,,13769(1),vote
13770,主詞目,搶市,tshiúnn-tshī,,13770(1),Grab the market
