defid,wordid,partofspeech,def_chinese,def_english
13914,10136,名詞,種類、類型。,"Kind, type."
13915,10136,名詞,位置、空間。,"location, space."
13916,10136,名詞,置於形容詞後，表示程度高下。,"Placed after an adjective, it expresses a higher or lower degree."
13917,10137,動詞,以腳蹬地，身體往上、往下或向前的動作。,"The movement of the body upward, downward or forward by pushing the feet on the ground."
13918,10137,動詞,跳舞。,Dance.
13919,10137,動詞,越、過。,"Over, over."
13920,10137,動詞,跳動、不穩定。,Jumpy and unstable.
13921,10138,動詞,校正。,Correction.
13922,10139,副詞,比較。,Compare.
13923,10139,副詞,再怎麼樣也……。,No matter what...
13924,10139,副詞,更……。,Even…….
13925,10140,動詞,運送。,transport.
13926,10140,動詞,支撐、承擔。,Support and bear.
13927,10141,時間詞,計算時間的單位。相當於「年」。,"The unit in which time is calculated. Equivalent to ""year""."
13928,10142,名詞,指耕種事業。,Refers to farming business.
13929,10142,名詞,以耕作為業的人。,People who work in farming.
13930,10143,動詞,強迫、威脅。,"Force, threaten."
13931,10144,動詞,逢、不期而會。,Meet unexpectedly.
13932,10145,動詞,漫遊、四處玩。,Roam and play around.
13933,10146,名詞,運氣。,luck.
13934,10146,動詞,搬送。,Transport.
13935,10147,量詞,次、回。,"times, back."
13936,10148,名詞,錯誤。,mistake.
13937,10149,動詞,經過、通過或度過某個空間、時間。,"Pass through, pass through or spend a certain space or time."
13938,10149,動詞,轉讓、移轉財產。,To transfer or transfer property.
13939,10149,動詞,傳染。,infect.
13940,10149,動詞,過意。,Too bad.
13941,10149,動詞,過繼。,Adoptive.
13942,10149,動詞,超過。,Exceed.
13943,10149,副詞,過度地、太。,"Excessively, too much."
13944,10149,副詞,用在動詞後，表示曾經或已做過的行為動作、經驗。,Used after verbs to express actions and experiences that have been or have been done.
13945,10149,量詞,次、回。,"times, back."
13946,10149,動詞,使經過。,make pass.
13947,10149,名詞,錯誤。,mistake.
13948,10150,動詞,折。雙手在使力的狀態下將物品弄斷成兩半。,"fold. Using force with both hands, the object was broken into two halves."
13949,10150,動詞,以湯瓢壓住米粒或湯料，舀去湯表面的浮渣。,Press the rice grains or soup ingredients with the soup ladle and scoop out the scum on the surface of the soup.
13950,10151,代詞,那、那裡。,"That, there."
13951,10152,副詞,那麼。,So.
13952,10153,名詞,正當的事理、法則。,Proper principles and laws.
13953,10153,名詞,指馬路。,Point to the road.
13954,10153,名詞,一種宗教。,a religion.
13955,10153,名詞,指管道或人體裡的管路。,Refers to pipes or tubes in the human body.
13956,10154,名詞,民間一般分烏頭道士及紅頭道士。烏頭道士頭包烏網巾，戴道冠，穿道袍，腳穿普通鞋及朝鞋；而紅頭道士則頭包紅巾戴額帽，身穿普通衣，腰圍白裙，腳則赤足。一般紅頭道士是度生的，即為活人驅邪押煞、禳星補運；而烏頭道士除了度生外，也兼度死，為死人做功德超度亡魂。,"Folks are generally divided into aconite Taoist priests and red-headed Taoist priests. The black-headed Taoist priests wear a black net scarf on their head, a Taoist crown, a Taoist robe, and ordinary shoes and court shoes; while the red-headed Taoist priests wear a red scarf on their head, a forehead cap, ordinary clothes, a white skirt around their waist, and bare feet. Generally speaking, red-headed Taoist priests save lives, that is, they exorcise evil spirits and ward off evil spirits to the living, and use stars to replenish luck; while Wu-headed Taoist priests not only save lives, but also save lives, and perform meritorious deeds for the dead to free their souls."
13957,10155,形容詞,可能性比較大。,The possibility is relatively high.
13958,10156,形容詞,指果實過熟。,Refers to overripe fruit.
13959,10157,動詞,跳水。今多指自殺。,diving. Today it mostly refers to suicide.
13960,10157,名詞,一種運動。,A movement.
13961,10158,動詞,過意。,Too bad.
13962,10159,動詞,當動產或不動產的所有權移轉時，到相關的機構辦理更換物主姓名的手續。,"When the ownership of movable or immovable property is transferred, go to the relevant agency to go through the procedures for changing the owner's name."
13963,10160,動詞,經手。親自經營、辦理。,Handled. Operate and handle it yourself.
13964,10160,動詞,到手、獲得。,"Get, get."
13965,10160,動詞,過關、完成目標。,Pass levels and complete goals.
13966,10161,動詞,過活、度日、打發時間。,"Live, get by, pass the time."
13967,10162,動詞,涉水。指過溪、過江。,Wading. Refers to crossing a stream or crossing a river.
13968,10162,動詞,滲水、透水。,"Water seepage, water permeability."
13969,10162,形容詞,過熟。,Overripe.
13970,10163,名詞,一同修行的同伴。,Companions who practice together.
13971,10164,動詞,違背。,Violate.
13972,10165,動詞,兩人以手腕相交，各自向自己的方向施力加壓，如果任何一方的手被對方給扳倒，就算輸了。這是一種互相較量手勁與技巧的活動。,"The two people intersect with their wrists, each exerting pressure in their own direction. If either party's hand is knocked down by the other, they lose. This is an activity where each other competes with each other on their strength and skills."
13973,10166,名詞,指在廟會祭典中，人們從燃燒中的炭火上走過的儀式，據說具有消災癒病的作用。,It refers to the ritual in which people walk over burning coals in temple festivals. It is said to have the effect of warding off disasters and healing diseases.
13974,10166,形容詞,指烹調食物的時候，火候過大了些。,"It means that when cooking food, the heat is too high."
13975,10167,副詞,較多、多一點。,"More, a little more."
13976,10167,副詞,難怪、怪不得。不足為奇、理所當然的結果。,"No wonder, no wonder. An unsurprising and natural result."
13977,10168,時間詞,已往、從前。,"In the past, in the past."
13978,10168,動詞,指時限已過。,Indicates that the time limit has passed.
13979,10169,名詞,跳加官。傳統戲劇開場或喜慶節日宴會時，會先有一人戴喜神或財神面具，身穿紅袍，手裡拿表示慶賀的字幅，有討吉祥、祝福之意。,"Jump to the official position. At the beginning of a traditional drama or at a festive holiday banquet, there will first be a person wearing a mask of the God of Joy or the God of Wealth, wearing a red robe, and holding a banner expressing celebration in his hand, which means seeking good luck and blessings."
13980,10170,名詞,農夫、農人。,"Farmer, farmer."
13981,10171,名詞,過錯、疏失。,"Error, negligence."
13982,10172,名詞,民間常用的一種曆書，記載陰陽兩種曆法，以及節氣、忌宜、命理等各種生活所需的資訊。,"A commonly used almanac among the people, it records the two calendars of yin and yang, as well as various information needed for life such as solar terms, taboos, and numerology."
13983,10173,名詞,用處、用途。,"Use, use."
13984,10174,動詞,利用。根據事物的特性加以利用。,use. Make use of things according to their characteristics.
13985,10175,動詞,看過。閱讀、看一遍。,Saw it. Read and watch it again.
13986,10175,副詞,中意。,Like it.
13987,10176,動詞,過戶。當動產或不動產的所有權移轉時，到相關的機構辦理更換物主姓名的手續，稱為過名。,"transfer. When the ownership of movable or immovable property is transferred, go to the relevant agency to go through the procedures of changing the owner's name, which is called name transfer."
13988,10177,名詞,跳房子、跳格子。一種小孩子的遊戲。在地上畫上幾個方格子，排列成十字形或方形，遊戲者用單腳沿著地面邊跳邊踢瓦片或小石子，依次序經過各方格，跳完畢就可以占一個格子當作房子，不讓人經過。當全部的格子占滿之後，以占得多的為勝。,"Hopscotch, hopping grid. A child's game. Draw several square grids on the ground and arrange them in a cross or square shape. Players jump with one foot along the ground while kicking tiles or pebbles. They pass through each grid in order. After jumping, they can occupy a grid as a Don't let people pass by the house. When all the grids are occupied, the one with the most wins."
13989,10178,動詞,指從舊的一年到新的一年。通常是指度過除夕。,Refers to the passage from the old year to the new year. Usually refers to spending New Year's Eve.
13990,10178,名詞,特指在新年裡慶祝、作樂的活動。,Especially refers to the activities of celebrating and having fun in the New Year.
13991,10179,副詞,早一點、提早。,"Early, early."
13992,10179,時間詞,以往、以前。,"In the past, before."
13993,10180,名詞,修行者經過修練而累積的功夫。,The effort accumulated by a practitioner through practice.
13994,10181,名詞,栽種於農田的植物。,Plants grown in farmland.
13995,10182,熟語,較容易。,easier.
13996,10182,熟語,快一點。,Hurry up.
13997,10183,名詞,農民聚居的村落。,Villages where farmers live together.
13998,10184,名詞,房屋正前方有道路直來，據云在風水上屬大凶的格局。,"There is a road directly in front of the house, which is a bad luck in Feng Shui according to the cloud."
13999,10185,動詞,飆車。,Drag racing.
14000,10186,動詞,過世、逝世、死亡。,"Pass away, pass away, die."
14001,10187,名詞,農夫耕作時所需的工具。,The tools a farmer needs for farming.
14002,10188,名詞,命運。,destiny.
14003,10189,動詞,死亡、過世。,"Death, passing away."
14004,10189,時間詞,過去。,past.
14005,10190,動詞,過繼。自己沒有兒子，將兄弟或是同宗親戚的兒子收養為子嗣。在辦理手續上需要書寫「過房書」並登錄在族譜中作為證明。,"Adoptive. He had no sons, so he adopted the sons of his brothers or relatives from the same clan as his heirs. During the procedure, you need to write a ""transfer letter"" and register it in the family tree as proof."
14006,10191,名詞,運用人力開鑿或疏濬而成的內陸運輸水道。,Inland transportation waterways dug or dredged by manpower.
14007,10192,動詞,以湯瓢壓住米粒或湯料，倒出湯汁。,Press the rice grains or soup stock with the soup ladle and pour out the soup.
14008,10193,代詞,那些。複數指示代名詞。,Those ones. Plural demonstrative pronoun.
14009,10193,形容詞,那些……。複數指示形容詞，在此用法中拼音寫作hia-ê。,"Those ones……. Plural demonstrative adjective, written hia-ê in pinyin in this usage."
14010,10193,形容詞,那裡的。指示形容詞，在此用法中拼音寫作hia ê。,"There. Demonstrative adjective, in this usage the pinyin is written as hia ê."
14011,10194,動詞,俗稱女子出嫁到男家。,It is commonly said that a woman marries into her husband's family.
14012,10195,副詞,過分地。,Excessively.
14013,10196,副詞,過了之後。,After that.
14014,10197,動詞,違反。,violation.
14015,10198,動詞,過關、脫離險境、平安通過難關。,"Pass through, escape from danger, and pass through difficulties safely."
14016,10199,動詞,退流行，不合時宜。,"Out of fashion, out of fashion."
14017,10200,名詞,以棄置在路邊的死屍來咒罵人的用語。,A term used to curse people for dead bodies left on the roadside.
